textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
2cd9c7bc96,thinks that the limit of 140 letters is really not fair. 300 + would be better,not fair.,negative,night,31-45,Niger,24206644,1266700.0,19
5eaa57f29f,Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,damage,negative,night,31-45,Slovenia,2078938,20140.0,103
b2a94bb689,Had a nice dinner with mom! I`ve started the chicken rolls. They are going to cook overnight. The rest I`ll do tomorrow.,Had a nice dinner with mom!,positive,noon,21-30,Montenegro,628066,13450.0,47
1186db9526, I know  It **** sucks. anyway you can get a fake id or something?,I know  It **** sucks. anyway you can get a fake id or something?,negative,noon,21-30,Nicaragua,6624554,120340.0,55
eb126f5500,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,goes any chance of relaxation!!,negative,night,31-45,Burkina Faso,20903273,273600.0,76
f68fbbc1db,**** you is all i have to say,**** you is all i have to say,negative,night,70-100,Lesotho,2142249,30360.0,71
ef8d8e856f,_mcflyandjb its okay!!!  x,its okay!!,neutral,night,70-100,Iraq,40222493,434320.0,93
fc9c4f9a23,"  Yeah, physically moving too!  Apparently we`ll be reporting directly to Mr. Hayward...","Yeah, physically moving too!  Apparently we`ll be reporting directly to Mr. Hayward...",neutral,noon,21-30,Bhutan,771608,38100.0,20
110c205eea,_127 LOL Just remember how it was after my car accident,_127 LOL Just remember how it was after my car accident,neutral,noon,21-30,Bangladesh,164689383,130170.0,1265
3df92745c3,my baby man is 4 years old a week today  he`s growing up too fast.....,my baby man is 4 years old a week today  he`s growing up too fast.....,neutral,noon,60-70,Cyprus,1207359,9240.0,131
27dcf16c2e,Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,neutral,night,31-45,Maldives,540544,300.0,1802
afee51c825," i`m not sure what stracchino is, but it sounds good.",sounds good.,positive,noon,60-70,Togo,8278724,54390.0,152
abb52e9f44,Gudluck to   !!,Gudluck,positive,noon,21-30,Oman,5106626,309500.0,16
7283c00a61, don`t worry be happy Ryan,don`t worry be happy Ryan,positive,noon,21-30,Malta,441543,320.0,1380
a29c1c1a2c," my hubby`s a vet, so we `get` that animals are like children!! all the best! hope ur biz is going well",best!,positive,noon,60-70,El Salvador,6486205,20720.0,313
9b2c637d64," 'And I`m packing your ANGRY eyes, just incase'",ANGRY,negative,morning,46-60,Andorra,77265,470.0,164
18755ce9ae,@_handz_ well you know those 'kind of guys' are just idiots,idiots,negative,night,70-100,Lesotho,2142249,30360.0,71
0c141903c8,working until10,working until10,neutral,noon,60-70,Estonia,1326535,42390.0,31
7d0cd28f2e, : They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral,night,70-100,Mexico,128932753,1943950.0,66
85b2dbf969,writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,neutral,night,70-100,Bahamas,393244,10010.0,39
dc15fb15b2, i need a job that can pay off all my hospital bills. i have been very sick lately.,i need a job that can pay off all my hospital bills. i have been very sick lately.,negative,noon,60-70,Somalia,15893222,627340.0,25
56ac5c4e23," Hai there, who are you?","Hai there, who are you?",neutral,noon,21-30,Saudi Arabia,34813871,2149690.0,16
5ea2794492, wassup with u this morning.,wassup with u this morning.,neutral,night,70-100,Madagascar,27691018,581795.0,48
6b412b18c5,_eyedea I love last.fm but find it a lot easier (and more content) on spotify  add me on http://last.fm/user/an0key if you like,love,positive,noon,60-70,Kyrgyzstan,6524195,191800.0,34
8ea6edf6c7," i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",", i think or very late 2009! its just wrong",negative,noon,60-70,Azerbaijan,10139177,82658.0,123
075ff1e326,Yay my friend Glen is here. Now i`m like this,Yay,positive,noon,60-70,Gabon,2225734,257670.0,9
c4db821ee7,**** week all **** week  off to the gym now with the worst headache.,**** week all **** week  off,negative,night,70-100,South Africa,59308690,1213090.0,49
a5f7a94717," Depends where your drinking, what your drinking, and how many mates you have. Joke fails","Depends where your drinking, what your drinking, and how many mates you have. Joke fails",neutral,night,70-100,Syria,17500658,183630.0,95
14dbfca1e3, I need to cancel my appt for 1 have to be home from1-5 for washing machine repair man can I do on the am? So sorry,So sorry,negative,night,70-100,Laos,7275560,230800.0,32
898eb920ac,This porridge tastes ****! I cba with today man.,This porridge tastes ****!,negative,night,70-100,Comoros,869601,1861.0,467
41128ffe06,_Rain oh what the hell  way to tell me.,what the hell,negative,noon,21-30,Israel,8655535,21640.0,400
e1673746d8,"  Ugh, you people and your fancy trips to Italy while I`m slaving away at this computer.",Ugh,negative,noon,21-30,Mauritius,1271768,2030.0,626
6d514da7d2,i bought a Italian horseshoe charm. Dragon! it seems to be very strong,strong,positive,night,31-45,Liechtenstein,38128,160.0,238
993428440c,12:06am and my 'him' is officially the 1st one to say Happy Mother`s Day to me   I love it!!!,I love it!!!,positive,noon,21-30,Iran,83992949,1630000.0,52
7fcb41f94b,i want Van Basten to b the milan manager !!!,i want Van Basten to b the milan manager !!!,neutral,morning,46-60,Nauru,10824,20.0,541
1fbde4de35, I am working my way through a bottle of Excedrin. Maybe we are twins.,I am working my way through a bottle of Excedrin. Maybe we are twins.,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
a208770a32, in spoke to you yesterday and u didnt respond girl  wassup though!,in spoke to you yesterday and u didnt respond girl  wassup though!,neutral,night,70-100,Gambia,2416668,10120.0,239
fb98ea8b02,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,neutral,morning,46-60,Ethiopia,114963588,1000000.0,115
50552d4ba6, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,worry,negative,night,31-45,Russia,145934462,16376870.0,9
60a3027add,Sleeeeeeeepy.... I`m off... Goodnight twitterverse!,Sleeeeeeeepy.... I`m off... Goodnight twitterverse!,neutral,morning,0-20,Mongolia,3278290,1553560.0,2
f8a09628a8,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO`s $7 wifi is garbage.,garbage.,negative,morning,46-60,Kazakhstan,18776707,2699700.0,7
7d0aa849f1,  Why?,Why?,neutral,morning,0-20,Haiti,11402528,27560.0,414
97e05cba20, - that is awesome.,awesome.,positive,morning,46-60,Hungary,9660351,90530.0,107
9a11572e70,Happy Mother`s Day Mommies,Happy,positive,night,31-45,Liechtenstein,38128,160.0,238
e2de6c4cdd,I didn`t get my q`doba today! sad,sad,negative,night,70-100,Namibia,2540905,823000.0,3
6972e131a2,Loll whats boyfriend #2 supposed to mean then?  its to cold,its to cold,negative,night,70-100,Suriname,586632,156000.0,4
b49d932c2d,Happy Mother`s Day to all the mothers out there! Do have a good and enjoyable day,Happy,positive,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
98faaeeb94," curing le hangover from an epic night, bruised `n battered from a hectic go-karting session. pretty satisfied thank you very much",pretty satisfied thank you very much,positive,morning,46-60,Ireland,4937786,68890.0,72
e16a1e4c21," Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)",Thanks!,positive,night,31-45,Bahamas,393244,10010.0,39
1d2f3cc141, Unless that invite comes with a beta key I`m not going to be much help...,y I`m not going to be much help...,negative,noon,21-30,Bulgaria,6948445,108560.0,64
136ccb49bf, nope  i`m bored and hungry.,m bored,negative,night,70-100,Canada,37742154,9093510.0,4
02954337f9," i miss that place, but miss wegmans even more. whole foods != wegmans","i miss that place,",negative,noon,60-70,Tanzania,59734218,885800.0,67
db60576b3b," Well, all I can do, is pray for you.....",", is pray for you....",positive,night,70-100,Jordan,10203134,88780.0,115
559d060b70,my attempt to sync facebook and twitter seems to have failed,failed,negative,morning,0-20,Kazakhstan,18776707,2699700.0,7
4d8867a66a,  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,w  AWESOME week all around,positive,noon,21-30,Nepal,29136808,143350.0,203
08334a566f,I had 2 hoes .. now I have none,I had 2 hoes .. now I have none,neutral,noon,21-30,Albania,2877797,27400.0,105
52d4d2d5ff," I know, the suns not even up and ive been up for an hr. Tossa decided to sleep ON my side and cold nose me.","I know, the suns not even up and ive been up for an hr. Tossa decided to sleep ON my side and cold nose me.",neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390.0,284
4f71c900d6, that`s a mess  I`ll look for it next week,mess,negative,night,31-45,Senegal,16743927,192530.0,87
5417ed0ea5,_buns awesome! thank you,awesome!,positive,night,31-45,Niger,24206644,1266700.0,19
c68863089e,_tifullyTragic ... in London last night so give it a few hours & I`m sure a few will appear,in London last night so give it a few hours & I`m sure a few will appear,neutral,noon,21-30,Mauritius,1271768,2030.0,626
588a092490,Just when I thought albany couldn`t any worse my ao`s leave me,ao`s leave me,negative,night,31-45,Laos,7275560,230800.0,32
7a53c9a6a0,PUSH was amazing,amazing,positive,night,70-100,Laos,7275560,230800.0,32
55c858a306,_mraz http://twitpic.com/4iq19 - popcorn crazy dude and still adorable,still adorable,positive,night,70-100,Antigua and Barbuda,97929,440.0,223
bbbc46889b, THANK YYYYYYYYYOOOOOOOOOOUUUUU!,THANK YYYYYYYYYOOOOOOOOOOUUUUU!,positive,night,31-45,Iraq,40222493,434320.0,93
3d1f9bd366, im so jealous! I want to go to ny,jealous!,negative,noon,60-70,Fiji,896445,18270.0,49
2db14f826e,Writing this paper is a lot harder then i thought . LOL,harder,negative,noon,21-30,Estonia,1326535,42390.0,31
55080b2b42," Awwwh.    Sorry!  We`ll be glad when you`re closer to us, though!",Awwwh.    Sorry!  We`ll be glad when you`re close,neutral,night,31-45,Comoros,869601,1861.0,467
f9fb2bd62e,OPS sorry  Queen Mom,sorry,negative,night,70-100,Slovenia,2078938,20140.0,103
cafc8d4e17,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,good book.,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
557e676fe4, I miss my neice  can`t wait to see her bad n grown ****! Lol,miss,negative,night,31-45,Tonga,105695,720.0,147
d2428bd1cc," hi there, nice to meet you",nice,positive,morning,0-20,Liberia,5057681,96320.0,53
6a2322cc3d," Kev, **** off! I`m stuck in Westgate working",", **** off! I`m stuck in",negative,morning,0-20,Papua New Guinea,8947024,452860.0,20
957f272e21,Super bummed the Whitecaps game plans with friends fell through...I now need to be home by 7 to let the sitter go,Super bummed,negative,morning,0-20,Cambodia,16718965,176520.0,95
d5a48e9def,   I`m not leaving yet!,I`m not leaving yet!,neutral,morning,46-60,Philippines,109581078,298170.0,368
997d940897,"Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...","Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...",neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
a65649ef36,_85 Aaaargh help -it`s a conspiracy LOL! How are you today Lizzi?,_85 Aaaargh help -it`s a conspiracy LOL! How are you today Lizzi?,neutral,morning,0-20,Ireland,4937786,68890.0,72
a60a993e5d,  I like it!,I like,positive,night,31-45,Maldives,540544,300.0,1802
a232d645c7, Stu Lantz is awesome! I miss Chick Hearn tho,Stu Lantz is awesome! I miss Chick Hearn tho,neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390.0,284
49e87673f2, oh great.,oh great.,positive,noon,60-70,Cameroon,26545863,472710.0,56
5a64bba465,I have so much stuff in my car that I can just feel my MPG going in the toilet.,I can just feel my MPG going in the toilet.,negative,noon,60-70,El Salvador,6486205,20720.0,313
0a68c4f3b6," *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",Poor,negative,morning,46-60,United States of America,331002651,9147420.0,36
349c762507,Wow one of the nicest patients I`ve ever had! He`s being deplyod to falouga-Iraq n-week,nicest,positive,night,70-100,Uzbekistan,33469203,425400.0,79
be6c6fa1b5,just came back from karaoke & eating dinner with emily. it was sooooo much fun,fun,positive,morning,46-60,Argentina,45195774,2736690.0,17
db535b7b3e,dreading work tomorrow wish I had one more day off,dreading work tomorrow wish I had one more day off,neutral,morning,46-60,Mauritania,4649658,1030700.0,5
35b70a2a83, So sorry to hear your terrible news   Thinking of you all x,So sorry to hear your terrible news,negative,night,31-45,Chile,19116201,743532.0,26
60c700093b, still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,. Not too concerned abt apps. Batt life is important,neutral,night,70-100,Uzbekistan,33469203,425400.0,79
55bb13c591,Omg. I got no sleep again. Neighbors are building a deck & they`ve been starting @ 5:00am. I`m SO tired. Feel like I just took Benadryl,tired.,negative,night,70-100,Croatia,4105267,55960.0,73
b866aecd19, aww BBQ? that`s not fair  all i had was chocolate,not fair,negative,morning,46-60,Malawi,19129952,94280.0,203
9f1c41b48c, (((HUGS))) back to you - you also have that look!,(((HUGS))),positive,morning,46-60,Belarus,9449323,202910.0,47
6819873075, **** that is awful... could not believe it at first... so sad,awful.,negative,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
eecbfcf3a8," hey thought ud be on here most likely, im stressed out  i really dont know why  x",stressed,negative,noon,60-70,United Arab Emirates,9890402,83600.0,118
